generation,track_length,average_distance,proportion_completed_track,average_proportion_of_track_completed
0,40.21351755496715,7.156400199731191,0,0.1779600650440299
1,41.1383882912424,6.99814867178599,0.13333333333333333,0.17011236857997586
2,39.25607782023912,4.400524957974752,0,0.11209792731014988
3,39.71991045218132,7.075331918398539,0.13333333333333333,0.17813061101727584
4,38.780732230660895,6.3903234561284386,0,0.1647808870167776
5,40.24064927504773,6.0862532218297325,0,0.1512463971500498
6,39.141842851831896,4.445849895477295,0,0.11358305004459499
7,39.68219675431848,8.514167348543802,0.06666666666666667,0.21455887135626467
8,39.09351321605185,7.798973830540975,0.06666666666666667,0.1994953430621504
9,39.6491595502096,5.684848125775655,0,0.14337878003635016
10,39.638097798190245,11.265258582433065,0.06666666666666667,0.28420280508383533
11,40.42986970874256,16.18173166910807,0.2,0.400241993993093
12,41.72015098664884,17.41978592077891,0.3333333333333333,0.41753889928043497
13,38.983809217786835,7.756408182779948,0,0.19896486101314576
14,39.614271735384015,16.418249098459878,0.13333333333333333,0.41445288223725874
15,40.08486675319922,16.114648175239562,0.26666666666666666,0.402013265366622
16,39.429229035228914,9.686159976323445,0.06666666666666667,0.24565938044766567
17,39.42649872070246,9.974343840281168,0.13333333333333333,0.2529857878311609
18,38.18884570114994,19.54509545167287,0.26666666666666666,0.5118011579775068
19,40.436295277651524,17.59993955294291,0.13333333333333333,0.4352510394954532
20,39.084107407678786,19.1234086672465,0.3333333333333333,0.4892886120635662
21,39.60389280199191,18.88503139813741,0.26666666666666666,0.47684785666290797
22,38.57762611173903,16.77396233876546,0.2,0.43481064102234135
23,37.791126760819004,6.742160352071126,0,0.17840590979841456
24,40.87044086732468,11.472390047709148,0.06666666666666667,0.28070140189951204
25,39.91143417131954,11.25720812479655,0,0.2820547133554526
26,39.50970825114154,11.056655716896056,0.06666666666666667,0.27984655433583466
27,40.28024528072561,18.20484934647878,0.26666666666666666,0.4519547788153597
28,38.706330549486694,17.31652074654897,0.3333333333333333,0.4473821336385661
29,39.17379324172023,18.10154194831848,0.13333333333333333,0.46208295011472805
30,39.418416545215855,16.853719743092856,0.06666666666666667,0.4275595323257185
31,39.20391684074239,10.31814599831899,0.13333333333333333,0.26319171220146886
32,38.88085578492073,16.370890752474466,0.3333333333333333,0.4210527371885583
33,40.414265583404664,23.864914210637412,0.4666666666666667,0.5905071851766391
34,38.82791654630846,11.862626091639202,0,0.3055179661131479
35,40.276794316736165,21.65324275493622,0.4666666666666667,0.5376108779823789
36,39.914948360544834,22.533277010917665,0,0.5645322851824451
37,39.284253241379325,17.823719255129497,0.13333333333333333,0.4537115455806913
38,39.18044913569064,18.246764755249025,0.4,0.46571096446741606
39,38.603086323206256,8.931070637702941,0,0.23135638852622065
40,40.74065140907727,20.910370953877766,0.4,0.5132556851857014
41,40.11031005687998,25.243404682477316,0.5333333333333333,0.6293495275075143
42,38.50424126857268,17.833977476755777,0.4,0.4631691701794925
43,38.870639526465666,17.97512977917989,0.26666666666666666,0.4624346292769701
44,40.60786574351589,20.744069425264993,0.3333333333333333,0.5108387019472287
45,40.34943146937728,18.680769515037536,0.26666666666666666,0.4629747888570644
46,39.96591508868156,24.803618129094442,0.4666666666666667,0.6206192970699396
47,39.03269560304917,14.817210666338603,0,0.3796102328423637
48,39.855433877421035,18.92196722825368,0.06666666666666667,0.4747650542821812
49,39.496425329042395,9.768602434794108,0.13333333333333333,0.24732877351336116
50,39.60950847364621,19.903439831733703,0,0.5024914622451389
51,38.81992550265051,18.460080170631407,0.2,0.475531056064778
52,39.837907081576446,16.241590174039207,0.2,0.40769185340939607
53,40.06569284289883,27.591394591331483,0.6,0.6886538740143547
54,40.3838280662528,24.279199425379435,0.5333333333333333,0.601210944775902
55,40.29492687318698,20.40664711793264,0.26666666666666666,0.506432166564164
56,39.91877177997883,14.663279485702514,0.06666666666666667,0.3673279219742138
57,39.66955559430376,22.964274247487385,0,0.5788891229924662
58,39.39666456542365,21.845546166102093,0.26666666666666666,0.5545024282404547
59,39.571491222308524,19.82760201295217,0.3333333333333333,0.50105774133107
60,40.03035435337843,21.9277471780777,0.2,0.5477779932824169
61,40.638213923124006,20.362997086842856,0.26666666666666666,0.5010800210207044
62,38.609326862742726,26.10791358947754,0.3333333333333333,0.6762074273475922
63,39.77049352152956,16.560872141520182,0.06666666666666667,0.41641102926105344
64,39.541771328337084,25.441677538553872,0.4,0.6434126920440064
65,40.61697512879721,20.976113200187683,0.3333333333333333,0.5164371087130941
66,40.25286566022153,23.3362606604894,0.13333333333333333,0.5797415979640583
67,39.95642255032706,17.84125631650289,0,0.44651786065258864
68,39.8620331892869,22.140473675727844,0.5333333333333333,0.5554276062787032
69,40.171888236630586,16.901981075604755,0,0.42074151396729087
70,39.86920405876192,27.20689795811971,0.13333333333333333,0.6824038402678004
71,38.986469380342214,14.975025582313538,0.06666666666666667,0.38410827705943174
72,38.65944248702033,13.414643923441568,0,0.34699527619792897
73,39.93594845677276,23.89531956513723,0.5333333333333333,0.5983411059086743
74,39.92199940196104,15.564951809247335,0.2,0.3898840750065929
75,39.15943317241458,19.01333514849345,0.06666666666666667,0.48553652614888154
76,40.63969839112677,24.114972448349,0.26666666666666666,0.5933846313587366
77,40.24249114932485,24.239093446731566,0.26666666666666666,0.6023258688630718
78,40.505588250551625,23.160503307978313,0.2,0.5717853834072611
79,38.958922458526445,18.457830023765563,0.13333333333333333,0.4737767078495245
80,40.67266510044631,20.584311151504515,0.4,0.5060969351447452
81,39.14279726199095,19.821417490641277,0,0.5063873529010299
