generation,track_length,average_distance,proportion_completed_track,average_proportion_of_track_completed
0,30.03655772149829,6.173635351657867,0,0.20553737911315867
1,36.26622552727448,2.5751293897628784,0,0.07100626967165964
2,38.72788761244014,4.292556683222453,0,0.11083890570482861
3,34.16953641441052,4.864037879308065,0,0.14235012791267268
4,36.623381802163365,6.278826101620992,0,0.1714430998081695
5,36.157836560051194,3.115527844429016,0,0.0861646641732761
6,35.453204487954885,3.522172729174296,0,0.09934709090601226
7,38.36232743444061,6.184433643023173,0,0.1612111166506275
8,34.552362973169075,6.198525468508403,0.06666666666666667,0.17939512482320644
9,35.490303182748924,4.721181273460388,0,0.1330273581814667
10,39.079361707844924,8.852513655026753,0.06666666666666667,0.226526567173938
11,36.51638660038577,6.201797898610433,0,0.16983602365916772
12,37.162389194564696,10.198295672734579,0.06666666666666667,0.2744251888472812
13,33.88562544919819,8.884707729021708,0.06666666666666667,0.26219695257925185
14,32.66184059409841,4.637596352895101,0,0.14198821219319335
15,34.73870005646144,15.315566698710123,0,0.4408790966218498
16,33.07118814429403,12.790221452713013,0,0.3867481687355036
17,36.710655619534805,10.459761039415996,0.06666666666666667,0.2849243867453583
18,35.13556017825329,12.230486996968587,0.06666666666666667,0.34809426503860014
19,36.44450269227455,4.476029332478841,0,0.12281768173030012
20,35.77617732588843,7.097931210199992,0.13333333333333333,0.19839825662603064
21,32.824791401091964,15.36085851987203,0.06666666666666667,0.4679651526852058
22,32.21758747970982,7.4646639664967855,0.06666666666666667,0.23169531148779918
23,37.01883952270081,11.109525680541992,0.06666666666666667,0.30010464465611825
24,35.47383329304113,3.7634791135787964,0,0.10609169532059211
25,33.50843886489332,5.486084826787313,0,0.163722483428945
26,32.094570643419935,5.982013392448425,0,0.18638708269103654
27,35.158289171513374,5.752511731783549,0,0.16361751004780004
28,36.60294970606367,19.228707178433737,0.2,0.5253321749434936
29,34.29037538768787,10.105963563919067,0,0.29471720416183206
30,36.08616538554899,7.026962304115296,0,0.19472732081778085
31,38.10790030370518,16.700761047999062,0.3333333333333333,0.43824931090142666
32,37.30083218956576,8.699413426717122,0.13333333333333333,0.23322303863104232
33,33.74884461946155,11.03689227104187,0.13333333333333333,0.32703022564148326
34,34.10379469163158,11.158233785629273,0.13333333333333333,0.3271845226175752
35,34.798664660783686,6.344140815734863,0,0.18230989256563013
36,37.13410177904899,14.185588280359903,0.3333333333333333,0.38200973231466157
37,35.77766203801912,6.708799934387207,0.06666666666666667,0.1875136482439267
38,35.76270839522171,5.985471860567729,0,0.1673662910096444
39,35.32029356493469,10.04882558186849,0,0.2845057208653773
40,35.580811685253025,9.65045162041982,0.13333333333333333,0.2712262920190657
41,34.4416912934453,9.696022740999858,0.13333333333333333,0.2815199363582106
42,36.152602485194556,8.158890104293823,0,0.225679191633164
43,34.97814623752365,8.330508828163147,0,0.2381632454617161
44,35.606065531729996,9.395133193333944,0.13333333333333333,0.2638632787147337
45,34.70805981611893,3.592629822095235,0,0.10350995823819473
46,35.87883222241324,11.50836311976115,0,0.3207563459262189
47,32.554163114825236,16.602526394526162,0.4,0.509997026677222
48,34.50307977225063,5.691102743148804,0,0.16494477538570101
49,32.33374967042215,13.602351991335551,0.13333333333333333,0.42068588177938837
50,36.08425001980711,8.357465998331707,0,0.23160980188708885
51,35.4494458674913,10.17495038509369,0.06666666666666667,0.28702706448860366
52,36.8298888183893,3.647020928064982,0,0.09902340314000652
53,35.33406698959541,7.691945068041483,0.06666666666666667,0.21769203840323506
54,37.06112234506597,6.767626611391703,0.06666666666666667,0.18260716846025826
55,34.06175138589635,13.672399973869323,0,0.4014003807076853
56,34.578658024509295,5.534077095985412,0,0.16004314256680718
57,36.27040637041003,13.24209897518158,0.2,0.3650937582542415
58,35.80302066035573,11.136147832870483,0.13333333333333333,0.311039337672461
59,33.39801490098353,14.161037604014078,0.3333333333333333,0.4240083623532084
60,38.532564427177405,10.14731551806132,0.06666666666666667,0.2633438928581747
61,34.877905152699256,7.642120099067688,0,0.21911063940364697
62,37.39234117175365,9.157909401257832,0.13333333333333333,0.2449140415999349
63,35.233932363505204,7.66307745774587,0,0.21749140512295398
64,35.62710834285136,5.4276239236195885,0,0.1523453397168185
65,34.09143260487837,5.5399237155914305,0,0.16250193354440276
66,40.10134677423993,14.488628951708476,0.13333333333333333,0.36130030827332704
67,37.11545361285472,16.573634266853333,0.26666666666666666,0.4465426838030925
68,33.71310225143417,4.82669050693512,0,0.14316957457481652
69,35.1354226988316,11.508578896522522,0.06666666666666667,0.3275491800730558
70,37.37794969524214,11.20991129875183,0.2,0.2999070679411489
71,37.738868525506064,10.067476137479145,0.06666666666666667,0.2667667720529293
72,35.48436880172407,13.677493611971537,0.2,0.385451230326154
73,36.71309830653979,10.87734120686849,0.2,0.29627957618959344
74,33.159443313440896,12.292210268974305,0,0.3707001397092744
75,34.29917087548656,5.376112802823385,0.06666666666666667,0.15674177146555063
76,35.56730679360639,13.444788376490274,0.2,0.3780097395203148
77,37.70178347663159,12.878989680608113,0,0.34160160323956024
78,34.595377374845874,12.686539872487385,0,0.36671199550815436
79,35.638256161707254,12.431346782048543,0.13333333333333333,0.34882028810954646
80,33.65395298969038,9.298127937316895,0.13333333333333333,0.2762863530523532
81,32.77727228829292,14.821498584747314,0.2,0.45218828627301966
82,37.45410172249039,9.399520270029704,0.06666666666666667,0.2509610386513553
83,37.53780407205053,6.224593162536621,0,0.16582198443438673
84,35.07311227621143,9.296009039878845,0.06666666666666667,0.26504659656861773
